age,workclass,fnlwgt,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country.grouped,education.grouped
36,Private,90159,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32,United States,Higher Education
52,Private,192390,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United States,High School
17,Private,99161,6,Never-married,Other-service,Own-child,White,Male,0,0,8,United States,Middle
23,Private,173679,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United States,Higher Education
47,Local-gov,154940,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United States,Postgraduate
36,Private,206951,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,45,United States,Higher Education
24,Self-emp-not-inc,102942,10,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United States,Higher Education
29,State-gov,267989,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United States,Higher Education
42,Private,210525,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United States,Higher Education
47,Private,173271,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United States,High School
36,Private,222294,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United States,Higher Education
25,Private,32275,10,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,0,40,United States,Higher Education
27,Private,191782,9,Never-married,Other-service,Other-relative,Black,Female,0,0,30,United States,High School
48,Self-emp-inc,213140,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United States,Higher Education
30,Private,66194,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,Oceania,Higher Education
57,Private,245193,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United States,Postgraduate
33,Private,176711,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United States,Higher Education
41,Private,126622,7,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United States,Middle
35,Private,127306,11,Never-married,Adm-clerical,Own-child,White,Female,14344,0,40,United States,Higher Education
56,Self-emp-not-inc,346635,14,Divorced,Sales,Unmarried,White,Female,0,2339,60,United States,Postgraduate
45,Federal-gov,98524,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United States,Higher Education
24,Private,122348,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United States,Higher Education
47,Private,121124,13,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,50,United States,Higher Education
39,Self-emp-inc,151029,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United States,High School
41,Private,199018,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United States,Higher Education
53,Local-gov,20676,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,48,United States,High School
32,Self-emp-inc,161153,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1902,55,United States,High School
27,Private,81540,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
57,Federal-gov,310320,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United States,Higher Education
45,Private,123681,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,High School
39,Private,201410,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,45,Asia,Higher Education
22,Private,264738,9,Never-married,Exec-managerial,Other-relative,White,Female,0,0,42,Europe,High School
23,Private,217961,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United States,Higher Education
24,Private,229773,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United States,High School
29,Local-gov,187649,9,Separated,Protective-serv,Other-relative,White,Female,0,0,40,United States,High School
35,Private,153790,10,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United States,Higher Education
49,Private,38563,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,56,United States,Higher Education
38,Private,112561,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United States,Higher Education
53,State-gov,153486,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United States,Middle
31,Private,117526,10,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,45,United States,Higher Education
37,Private,194004,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United States,Middle
55,Private,102058,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United States,Middle
50,Self-emp-inc,302708,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7688,0,50,Asia,Higher Education
24,Self-emp-inc,165474,13,Never-married,Sales,Own-child,White,Male,0,0,40,United States,Higher Education
65,Self-emp-inc,172684,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,Mexico,Higher Education
31,Private,45781,14,Never-married,Prof-specialty,Not-in-family,White,Female,14084,0,50,United States,Postgraduate
62,Local-gov,76720,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United States,Higher Education
54,Private,22743,10,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,60,United States,Higher Education
45,Private,358886,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United States,High School
42,Federal-gov,74680,14,Divorced,Adm-clerical,Not-in-family,White,Male,0,2001,60,United States,Postgraduate
30,Private,316606,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United States,Higher Education
21,Private,119156,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,United States,Higher Education
47,Private,162494,10,Divorced,Sales,Unmarried,White,Female,0,0,45,United States,Higher Education
36,Private,224531,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United States,Higher Education
68,Private,195868,13,Married-civ-spouse,Sales,Husband,White,Male,20051,0,40,United States,Higher Education
51,Self-emp-inc,258735,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,81,United States,High School
30,Private,112358,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United States,Higher Education
63,Federal-gov,217994,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United States,Higher Education
36,Private,393673,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United States,Higher Education
43,Local-gov,163434,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,55,United States,Higher Education
62,Private,178249,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United States,Higher Education
21,Private,241367,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,United States,Higher Education
49,Local-gov,268234,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United States,High School
38,Private,297449,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,50,United States,Higher Education
52,Private,326156,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United States,Higher Education
30,Private,165235,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Asia,Higher Education
17,Private,202521,6,Never-married,Other-service,Own-child,White,Male,0,0,15,United States,Middle
46,Private,144351,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Postgraduate
49,Local-gov,159641,13,Divorced,Exec-managerial,Unmarried,White,Female,0,625,40,United States,Higher Education
47,Private,177087,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,50,United States,Higher Education
37,Private,214738,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United States,High School
61,Private,40269,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,Higher Education
27,Private,228476,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United States,Higher Education
23,Local-gov,197918,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United States,Higher Education
44,Self-emp-inc,212760,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United States,Higher Education
35,Local-gov,162651,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,SudAmerica,Higher Education
58,Self-emp-inc,112945,15,Never-married,Prof-specialty,Not-in-family,White,Male,27828,0,40,United States,Higher Education
23,Self-emp-inc,284651,13,Divorced,Sales,Not-in-family,White,Female,0,0,43,United States,Higher Education
43,Private,293305,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United States,Higher Education
33,Local-gov,70164,13,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,60,United States,Higher Education
49,Private,177211,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United States,Higher Education
19,Private,213644,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United States,High School
27,Private,193701,9,Never-married,Craft-repair,Own-child,White,Female,0,0,45,United States,High School
42,Private,118494,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United States,Higher Education
45,Private,297884,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United States,Higher Education
45,Private,199058,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United States,Postgraduate
36,Local-gov,116892,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
40,Self-emp-inc,193524,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United States,Higher Education
64,Self-emp-not-inc,352712,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United States,Higher Education
57,Private,41762,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Africa,High School
51,State-gov,213296,13,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,40,United States,Higher Education
28,Private,378460,13,Never-married,Adm-clerical,Not-in-family,White,Male,10520,0,60,United States,Higher Education
23,Private,420973,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United States,Higher Education
45,Federal-gov,179638,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United States,Postgraduate
43,Private,186144,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
28,Private,360527,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,United States,Higher Education
51,Private,108435,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,47,United States,Postgraduate
35,Federal-gov,226916,13,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,40,United States,Higher Education
38,Private,227794,13,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United States,Higher Education
51,Private,61270,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United States,High School
52,Private,338816,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United States,Higher Education
59,Private,99131,14,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United States,Postgraduate
22,State-gov,34310,10,Never-married,Transport-moving,Own-child,White,Male,0,0,25,United States,Higher Education
41,Private,118212,13,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United States,Higher Education
41,Private,171234,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,55,United States,Higher Education
41,Self-emp-not-inc,284086,11,Divorced,Sales,Not-in-family,White,Male,0,0,60,United States,Higher Education
30,Self-emp-not-inc,292472,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,55,United States,Higher Education
33,Private,158416,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United States,High School
48,Private,160220,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,Higher Education
52,Federal-gov,291096,12,Married-civ-spouse,Other-service,Husband,White,Male,7298,0,40,United States,Higher Education
43,Private,266439,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United States,Higher Education
31,Private,43819,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,43,United States,Higher Education
17,Private,270942,9,Never-married,Other-service,Other-relative,White,Male,0,0,35,Mexico,High School
58,Private,218724,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United States,Middle
26,Private,210812,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,43,United States,Higher Education
51,Private,316059,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,36,United States,Higher Education
62,Private,247483,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,Higher Education
28,Private,142264,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,SudAmerica,Middle
30,Federal-gov,266463,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United States,High School
43,Private,233130,13,Divorced,Sales,Not-in-family,White,Male,0,0,40,United States,Higher Education
58,Private,72812,6,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United States,Middle
39,Private,77005,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United States,Postgraduate
58,Private,177368,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
37,Private,286026,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,High School
67,Self-emp-not-inc,226092,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,44,United States,Higher Education
31,Private,286406,9,Never-married,Exec-managerial,Not-in-family,White,Male,3325,0,40,United States,High School
34,Private,202046,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United States,High School
49,Local-gov,226871,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United States,High School
38,Private,168496,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United States,Higher Education
43,Federal-gov,211763,16,Separated,Prof-specialty,Unmarried,Black,Female,0,0,24,United States,Postgraduate
28,Self-emp-not-inc,209205,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United States,Higher Education
39,Private,238415,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United States,Higher Education
37,Private,377798,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United States,Higher Education
28,Private,51961,10,Never-married,Tech-support,Own-child,Black,Male,0,0,24,United States,Higher Education
27,Private,203776,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United States,High School
27,Private,188189,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,30,United States,Higher Education
34,Private,114691,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United States,Higher Education
34,Self-emp-inc,186824,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United States,Higher Education
18,Private,25837,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,15,United States,Middle
37,Private,127772,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United States,Higher Education
